"gene_id","GO_ids"
"LOC116199415","GO:0004674; GO:0005524; GO:0016021"
"LOC116199831","GO:0003676; GO:0003724; GO:0005524; GO:0016787"
"LOC116199914","GO:0004497; GO:0005506; GO:0008610; GO:0016021"
"LOC116199793","GO:0005085; GO:0005829; GO:0016020; GO:0032012"
"LOC116200948","GO:0001164; GO:0046872; GO:0070860"
"LOC116199935",""
"LOC116199926",""
"LOC116201174","GO:0005737; GO:0120013"
"LOC116199832","GO:0000398; GO:0071013"
"LOC116200778",""
"LOC116200617","GO:0000977; GO:0005634; GO:0045944; GO:0046983"
"LOC116201995",""
"LOC116200244","GO:0005524; GO:0006457; GO:0016887; GO:0051082"
"LOC116194921","GO:0005737"
"LOC116199905","GO:0003677; GO:0005664; GO:0006260"
"LOC116201326","GO:0005615"
"LOC116197714","GO:0004497; GO:0005506; GO:0016021; GO:0016705; GO:0020037"
"LOC116200691",""
"LOC116199825","GO:0016021; GO:0016757"
"LOC116196805","GO:0000502; GO:0005634; GO:0005737"
"LOC116199264","GO:0005737; GO:0008146"
"LOC116198837","GO:0009733"
"LOC116199868",""
"LOC116212457","GO:0016021"
"LOC116197728","GO:0000350; GO:0005634"
"LOC116200904","GO:0043622"
"LOC116201025",""
"LOC116201990","GO:0008168; GO:0032259; GO:0046872"
"LOC116199789","GO:0016021; GO:0022857; GO:0071705"
"LOC116199217","GO:0006952"
"LOC116209994","GO:0005576; GO:0009740"
"LOC116199644","GO:0005524; GO:0016887"
"LOC116199845","GO:0004650; GO:0005975"
"LOC116199886","GO:0016021; GO:0022857"
"LOC116201994","GO:0046872"
"LOC116199814",""
"LOC116199710","GO:0015297; GO:0016021; GO:0042910; GO:1990961"
"LOC116199839","GO:0016620"
"LOC116194646","GO:0016021; GO:0022857"
"LOC116200288","GO:0016021; GO:0016301"
"LOC116195329",""
"LOC116199277","GO:0006464; GO:0016740; GO:0140096"
"LOC116198578","GO:0016788"
"LOC116199846","GO:0004497; GO:0005506; GO:0016705; GO:0020037"
"LOC116201444","GO:0000977; GO:0003700; GO:0005634; GO:0045944; GO:0046983"
"LOC116200145",""
"LOC116212152","GO:0004190"
"LOC116200827","GO:0003700; GO:0005634; GO:0043565"
"LOC116196799","GO:0004497; GO:0005506; GO:0016021; GO:0016705; GO:0020037"
"LOC116200019","GO:0003993; GO:0016021; GO:0046872"
"LOC116199712","GO:0003729; GO:0003735; GO:0005737; GO:0006412; GO:0015934"
"LOC116199930","GO:0015031"
"LOC116194313",""
"LOC116200938","GO:0005634; GO:0007094; GO:0051301"
"LOC116199934","GO:0003735; GO:0005840; GO:0006412"
"LOC116196473",""
"LOC116199946","GO:0003743; GO:0003746; GO:0043022; GO:0045901; GO:0045905"
"LOC116199823","GO:0016021; GO:0022857"
"LOC116194958",""
"LOC116200593","GO:0016746"
"LOC116201768",""
"LOC116201175","GO:0004298; GO:0005634; GO:0005737; GO:0005839; GO:0051603"
"LOC116193463","GO:0004553; GO:0010411; GO:0016762; GO:0042546; GO:0048046; GO:0071555"
"LOC116199929","GO:0016021"
"LOC116198710","GO:0003677; GO:0003700; GO:0005634"
"LOC116199807",""
"LOC116199982",""
"LOC116201864","GO:0003700; GO:0005634; GO:0043565"
"LOC116199922","GO:0004364; GO:0006749"
"LOC116199941",""
"LOC116199238","GO:0003700"
"LOC116199815","GO:0006511; GO:0031625"
"LOC116199809","GO:0005886; GO:0015079; GO:0016021"
"LOC116201816","GO:0046872"
"LOC116199021","GO:0006071; GO:0006629; GO:0008889"
"LOC116199833","GO:0016567"
"LOC116194109","GO:0005739; GO:0045277"
"LOC116187001","GO:0008270; GO:0016021"
"LOC116198608",""
"LOC116198688","GO:0005886; GO:0009734"
"LOC116201947","GO:0006633; GO:0016020; GO:0102756"
"LOC116201806","GO:0003677; GO:0006355"
"LOC116201143","GO:0016021"
"LOC116194719","GO:0003700; GO:0005634; GO:0043565"
"LOC116202060","GO:0016021; GO:0019706"
"LOC116199953","GO:0006355"
"LOC116199940","GO:0009408; GO:0010115"
"LOC116199939","GO:0009408; GO:0010115"
"LOC116199275","GO:0000724; GO:0003677"
"LOC116199376","GO:0010088"
"LOC116195700","GO:0003677"
"LOC116195231","GO:0005634"
"LOC116200665","GO:0016021; GO:0016491"
"LOC116198933","GO:0005737; GO:0008146"
"LOC116200129","GO:0009507; GO:0009695; GO:0046423"
"LOC116199896","GO:0016021"
"LOC116200835","GO:0016021"
"LOC116189630","GO:0016020; GO:0046933"
"LOC116198545","GO:0016787"
"LOC116194727",""
"LOC116188434",""
"LOC116199822","GO:0000139; GO:0006486; GO:0008378; GO:0016021; GO:0030246"
"LOC116195958","GO:0000139; GO:0005198; GO:0006886; GO:0016192; GO:0030126"
"LOC116199949","GO:0003735; GO:0005840; GO:0006412"
"LOC116189488","GO:0005509; GO:0005544; GO:0006950"
"LOC116198655","GO:0016021"
"LOC116188014","GO:0009507; GO:0015035; GO:0045454"
"LOC116196550","GO:0016021; GO:0016491"
"LOC116199863",""
"LOC116201921","GO:0000226; GO:0005874; GO:0008017"
"LOC116202053","GO:0005524; GO:0016021; GO:0016301; GO:0016462"
"LOC116200666","GO:0009523; GO:0015979; GO:0016021; GO:0030145"
"LOC116199216","GO:0016874"
"LOC116194181","GO:0106306; GO:0106307"
"LOC116200243","GO:0016787"
"LOC116196322","GO:0004185; GO:0005576"
"LOC116199838",""
"LOC116201168","GO:0003677; GO:0005634; GO:0046872"
"LOC116194700","GO:0005096"
"LOC116196802","GO:0004672; GO:0005524"
"LOC116189831","GO:0016021"
"LOC116193638","GO:0016021"
"LOC116187761","GO:0003676; GO:0003724; GO:0005524"
"LOC116199633",""
"LOC116199799","GO:0003676; GO:0004386; GO:0005524"
"LOC116196584","GO:0003951; GO:0004143; GO:0005524; GO:0006952; GO:0007205"
"LOC116199270","GO:0000145; GO:0006887; GO:0015031"
"LOC116200169","GO:0008235; GO:0016021"
"LOC116199827",""
"LOC116200596","GO:0015299; GO:0016021"
"LOC116199351",""
"LOC116188817",""
"LOC116199906","GO:0000981; GO:0005634; GO:0043565"
"LOC116193503","GO:0004553; GO:0010411; GO:0016762; GO:0042546; GO:0048046; GO:0071555"
"LOC116199842",""
"LOC116200576",""
"LOC116199856","GO:0005737; GO:0008173; GO:0030488; GO:0046872; GO:0051539; GO:0070475"
"LOC116194288","GO:0004014; GO:0006557; GO:0006597; GO:0008295"
"LOC116200813","GO:0003735; GO:0005829; GO:0005840; GO:0006412"
"LOC116200604","GO:0005615"
"LOC116187168","GO:0004650; GO:0005975"
"LOC116199767",""
"LOC116199924","GO:0030145; GO:0048046"
"LOC116199835","GO:0016021; GO:0019706"
"LOC116198674","GO:0032875"
"LOC116199937","GO:0010468"
"LOC116201489","GO:0005743; GO:0008121; GO:0016021; GO:0046872; GO:0051537; GO:0070469"
"LOC116199871","GO:0016021"
"LOC116187413","GO:0005737; GO:0008146"
"LOC116197048","GO:0003824; GO:0009116"
"LOC116199821",""
"LOC116200654","GO:0005507; GO:0016491"
"LOC116196988","GO:0004674; GO:0005524"
"LOC116189661","GO:0004672; GO:0005524; GO:0016021"
"LOC116201920","GO:0016021"
"LOC116199874","GO:0003700"
"LOC116199865","GO:0000166; GO:0003878"
"LOC116188734","GO:0004672; GO:0005524"
"LOC116194300","GO:0110165"
"LOC116188013","GO:0004190"
"LOC116198606",""
"LOC116199166","GO:0031011"
"LOC116199045","GO:0016747"
"LOC116199811","GO:0000145; GO:0006887"
"LOC116200128","GO:0003677; GO:0003700; GO:0005634"
"LOC116199830","GO:0004672; GO:0005524; GO:0016021"
"LOC116198037","GO:0005524; GO:0009536; GO:0016887"
"LOC116199917","GO:0000160"
"LOC116187239","GO:0003677; GO:0003700; GO:0005634"
"LOC116199860","GO:0005794; GO:0010411; GO:0016021; GO:0016413"
"LOC116197580",""
"LOC116193870","GO:0008080"
"LOC116187296","GO:0015205; GO:0016021"
"LOC116198718","GO:0010274"
"LOC116199069","GO:0016747"
"LOC116198649","GO:0006817; GO:0016021"
"LOC116199890","GO:0005737; GO:0006012; GO:0006950; GO:0047216"
"LOC116199707","GO:0000977; GO:0003700; GO:0005634; GO:0045944; GO:0046983"
"LOC116198975",""
"LOC116196319",""
"LOC116189836",""
"LOC116187280","GO:0005507; GO:0016021; GO:0046274; GO:0048046; GO:0052716"
"LOC116187486","GO:0004252; GO:0016021"
"LOC116198676",""
"LOC116197468",""
"LOC116189824",""
"LOC116196567",""
"LOC116188664","GO:0006397; GO:0016554"
"LOC116187892",""
"LOC116196920","GO:0005886; GO:0016021; GO:0016760; GO:0030244; GO:0046872; GO:0071555"
"LOC116199332","GO:0003677; GO:0005634; GO:0046872"
"LOC116201892","GO:0016021"
"LOC116200154","GO:0016021"
"LOC116198748","GO:0005737; GO:0008146"
"LOC116200575",""
"LOC116195212","GO:0009055"
"LOC116198916","GO:0016021"
"LOC116201420","GO:0016021; GO:0097573"
"LOC116187344","GO:0016021"
"LOC116187673",""
"LOC116200779","GO:0004497; GO:0005506; GO:0008168; GO:0016021; GO:0016705; GO:0020037; GO:0032259"
"LOC116187487",""
"LOC116199895","GO:0016301"
"LOC116216043","GO:0006857; GO:0016021; GO:0022857"
"LOC116199759","GO:0008270"
"LOC116215908","GO:0000160"
"LOC116188587",""
"LOC116188429","GO:0005085; GO:0016192"
"LOC116200580","GO:0016021"
"LOC116200655","GO:0000977; GO:0005634; GO:0032422"
"LOC116187308","GO:0005737; GO:0008146"
"LOC116187320","GO:0005737; GO:0008146"
"LOC116201767",""
"LOC116199904","GO:0005576; GO:0009664; GO:0016020"
"LOC116188607","GO:0035556; GO:0097573"
"LOC116187594","GO:0010215; GO:0031225"
"LOC116194825","GO:0004499; GO:0050660; GO:0050661"
"LOC116199800","GO:0004672; GO:0005524; GO:0005886; GO:0016021"
"LOC116187011","GO:0010274"
"LOC116189115","GO:0006325; GO:0032041"
"LOC116199887","GO:0004222; GO:0016021; GO:0071586"
"LOC116196915","GO:0004526; GO:0008033; GO:0043229"
"LOC116189073","GO:0016021"
"LOC116199942","GO:0016021"
"LOC116187083","GO:0008017; GO:0010497"
"LOC116189828","GO:0004497; GO:0005506; GO:0016705; GO:0020037"
"LOC116187284",""
"LOC116199894","GO:0006457; GO:0051082"
"LOC116200814","GO:0005743; GO:0070469"
"LOC116195237",""
"LOC116195424","GO:0015031"
"LOC116189512","GO:0005509; GO:0016021"
"LOC116188894","GO:0016021"
"LOC116216062",""
"LOC116188022","GO:0005524; GO:0009570; GO:0016887"
"LOC116199903",""
"LOC116188172","GO:0003756; GO:0005788; GO:0006950"
"LOC116188190","GO:0003677; GO:0005634"
"LOC116199927","GO:0010090"
"LOC116188389","GO:0016021"
"LOC116194987",""
"LOC116215900",""
"LOC116199859","GO:0005794; GO:0010411; GO:0016021; GO:0016413"
"LOC116188608","GO:0003677; GO:0005634; GO:0006355"
"LOC116188895","GO:0010215; GO:0031225"
"LOC116196128",""
"LOC116187576","GO:0012511; GO:0016021; GO:0022414"
"LOC116187128","GO:0005524; GO:0009536; GO:0016887"
"LOC116187863",""
"LOC116189106","GO:0003735; GO:0005840; GO:0006412"
"LOC116189564","GO:0003676; GO:0008270"
"LOC116187139","GO:0005634; GO:0006629; GO:0006952"
"LOC116189349","GO:0009734; GO:0016021"
"LOC116195425","GO:0016021"
"LOC116188920","GO:0000287; GO:0005829; GO:0006253; GO:0042262; GO:0047840"
"LOC116194777","GO:0006996"
"LOC116187073","GO:0003723; GO:0003735; GO:0005840; GO:0006412"
"LOC116198583","GO:0015297; GO:0016021; GO:0042910; GO:1990961"
"LOC116193626","GO:0004672; GO:0005524; GO:0016021"
"LOC116188553","GO:0003677; GO:0005634; GO:0006355; GO:0009734"
"LOC116187583","GO:0016021; GO:0022857"
"LOC116215938","GO:0000977; GO:0003700; GO:0005634; GO:0045944; GO:0046983"
"LOC116188015","GO:0005743; GO:0070469"
"LOC116193782","GO:0005739; GO:0005960; GO:0019464"
"LOC116188322","GO:0004594; GO:0005524; GO:0015937; GO:0046872"
"LOC116201397","GO:0046872; GO:0106306; GO:0106307"
"LOC116188449","GO:0003735; GO:0006412; GO:0015935; GO:0019843"
"LOC116187831","GO:0005737; GO:0008146"
"LOC116199375","GO:0006869; GO:0008289"
"LOC116189356","GO:0017150; GO:0050660"
"LOC116186963",""
"LOC116187099","GO:0003979; GO:0006065; GO:0051287"
"LOC116187217","GO:0004222; GO:0005886; GO:0008270; GO:0031012; GO:0031225"
"LOC116187218","GO:0004222; GO:0005886; GO:0008270; GO:0031012; GO:0031225"
"LOC116196566",""
"LOC116189823",""
"LOC116189286","GO:0016020"
"LOC116200936",""
"LOC116187694","GO:0005874; GO:0008017"
"LOC116187780","GO:0003951; GO:0006741; GO:0019674"
"LOC116187241",""
"LOC116189481","GO:0005737; GO:0006417; GO:0045892"
"LOC116188216","GO:0046872"
"LOC116189040","GO:0005634; GO:0046983"
"LOC116188025",""
"LOC116187612","GO:0003723; GO:0003968; GO:0031047"
"LOC116201766",""
"LOC116189635","GO:0006952"
"LOC116215854",""
"LOC116200794","GO:0003700"
"LOC116188217","GO:0016021"
"LOC116189130",""
"LOC116188595",""
"LOC116187127","GO:0016021; GO:0022857"
"LOC116187350",""
"LOC116187390",""
"LOC116188006","GO:0003723; GO:0006397"
"LOC116188426","GO:0004046; GO:0005737; GO:0006520"
"LOC116200800",""
"LOC116216042","GO:0016021; GO:0046513; GO:0050291"
"LOC116188215","GO:0016021; GO:0022857"
"LOC116192929",""
"LOC116189140",""
"LOC116188096","GO:0000145; GO:0006887; GO:0015031"
"LOC116188168","GO:0004672; GO:0005524"
"LOC116201482","GO:0003677; GO:0003700; GO:0005634"
"LOC116187613","GO:0004525; GO:0006396"
"LOC116189454",""
"LOC116188516","GO:0004672; GO:0005524"
"LOC116215903","GO:0003839; GO:0006751; GO:0016740"
"LOC116188613",""
"LOC116189516",""
"LOC116187611","GO:0005524; GO:0009536; GO:0016887"
"LOC116189405",""
"LOC116188234","GO:0005484; GO:0015031; GO:0031201"
"LOC116187681",""
"LOC116188963","GO:0005509"
"LOC116188497","GO:0016567"
"LOC116188648","GO:0005524; GO:0061631"
"LOC116186952","GO:0016788"
"LOC116194566","GO:0005504; GO:0009627"
"LOC116197631","GO:0005524; GO:0006400; GO:0016879"
"LOC116187081","GO:0016021; GO:0022857"
"LOC116189302","GO:0000724; GO:0005634; GO:0006334"
"LOC116188163","GO:0004034; GO:0019318; GO:0030246"
"LOC116193516","GO:0004185; GO:0005576"
"LOC116195426","GO:0003924; GO:0005525"
"LOC116196973","GO:0003723; GO:0003968; GO:0031047"
"LOC116187966",""
"LOC116187659",""
"LOC116194850","GO:0015145; GO:0015293; GO:0016021"
"LOC116187160","GO:0009630"
"LOC116187252","GO:0016491"
"LOC116195011",""
"LOC116189393","GO:0005524; GO:0005886; GO:0008553; GO:0016021; GO:0120029"
"LOC116190127",""
"LOC116186990",""
"LOC116197323","GO:0003712; GO:0070063"
"LOC116189660","GO:0004386"
"LOC116189503","GO:0016021"
"LOC116194271","GO:0000226; GO:0005874; GO:0008017"
"LOC116215916","GO:0005634; GO:0006355; GO:0046983"
"LOC116188914","GO:0003677; GO:0006355"
"LOC116187518",""
"LOC116215915","GO:0003677"
"LOC116188544","GO:0016021"
"LOC116189005","GO:0004672; GO:0005524; GO:0016021"
"LOC116187351","GO:0016021"
"LOC116215861","GO:0006662; GO:0015035"
"LOC116190143","GO:0006662; GO:0015035"
"LOC116215934","GO:0006284; GO:0019104"
"LOC116195898",""
"LOC116194550","GO:0016021"
"LOC116193734","GO:0003743"
"LOC116216082","GO:0097573"
"LOC116186951","GO:0003677"
"LOC116188542","GO:0010431; GO:0045735"
"LOC116195490",""
"LOC116187872","GO:0008194"
"LOC116195820","GO:0004176; GO:0004252; GO:0009526; GO:0009570"
"LOC116215829",""
"LOC116190132",""
"LOC116216068",""
"LOC116189248","GO:0004672; GO:0005524; GO:0016021"
"LOC116188519","GO:0005516"
"LOC116189610","GO:0003677; GO:0005634; GO:0006355"
"LOC116190000","GO:0004298; GO:0005634; GO:0005737; GO:0005839; GO:0051603"
"LOC116207620","GO:0004298; GO:0005634; GO:0005737; GO:0005839; GO:0051603"
"LOC116196430","GO:0006857; GO:0016021; GO:0022857"
"LOC116208327",""
"LOC116188008","GO:0016021"
"LOC116188453","GO:0005680; GO:0090266"
"LOC116193457","GO:0009630"
"LOC116216092","GO:0005345; GO:0016021"
"LOC116207416","GO:0000139; GO:0006486; GO:0016021; GO:0016758"
"LOC116189647","GO:0005737; GO:0008146"
"LOC116208219","GO:0004672; GO:0005524"
"LOC116188427","GO:0016021"
"LOC116187084","GO:0019478; GO:0046872; GO:0051499"
"LOC116188537",""
"LOC116207331","GO:0006629"
"LOC116187757","GO:0016787"
"LOC116189084",""
"LOC116188530","GO:0016021"
"LOC116187732","GO:0005669; GO:0008237; GO:0008270"
"LOC116189861","GO:0016021"
"LOC116190131","GO:0016021"
"LOC116187206","GO:0003700"
"LOC116188390","GO:0003743; GO:0003746; GO:0043022; GO:0045901; GO:0045905"
"LOC116187674","GO:0009704; GO:0016021; GO:0071277; GO:0090333"
"LOC116187059","GO:0003723; GO:0005634; GO:0005737; GO:0061015"
"LOC116187562","GO:0005524; GO:0008233; GO:0009570; GO:0016887"
"LOC116189439","GO:0016021"
"LOC116215925","GO:0003700"
"LOC116188211",""
"LOC116215941",""
"LOC116189320","GO:0004364; GO:0006749"
"LOC116187933",""
"LOC116192973","GO:0005525; GO:0046872"
"LOC116188219","GO:0000139; GO:0016021; GO:0016757"
"LOC116188633","GO:0005634; GO:0006355; GO:0040008; GO:0046983"
"LOC116188643","GO:0016491"
"LOC116189367","GO:0005975; GO:0006099; GO:0006108; GO:0030060"
"LOC116188739",""
"LOC116208188",""
"LOC116187415","GO:0009638"
"LOC116193233","GO:0006886; GO:0016192; GO:0030131; GO:0030276"
"LOC116206669",""
"LOC116188233","GO:0016020; GO:0016798"
"LOC116193115","GO:0016021"
"LOC116188161","GO:0005524; GO:0009536; GO:0016021; GO:0140359"
"LOC116209689","GO:0016021"
"LOC116197213","GO:0003723; GO:0046872"
"LOC116188311","GO:0000139; GO:0006486; GO:0008378; GO:0016021; GO:0030246"
"LOC116189361","GO:0004674; GO:0005524"
"LOC116189336","GO:0003700"
"LOC116195970","GO:0005524; GO:0009536; GO:0016887"
"LOC116188370","GO:0003924; GO:0005525; GO:0007264"
"LOC116188515","GO:0004672; GO:0005509; GO:0005524"
"LOC116188141","GO:0006869; GO:0008289"
"LOC116193849",""
"LOC116189004","GO:0001522; GO:0003723; GO:0008033; GO:0009982"
"LOC116194354","GO:0004674; GO:0004712; GO:0005524; GO:0106310"
"LOC116216045","GO:0004842"
"LOC116201935",""
"LOC116187561","GO:0016021"
"LOC116187813","GO:0016021; GO:0022857"
"LOC116195200","GO:0005886; GO:0016021; GO:0016760; GO:0030244; GO:0046872; GO:0071555"
"LOC116203559","GO:0004674; GO:0004712; GO:0005524; GO:0016021; GO:0030246; GO:0048544; GO:0106310"
"LOC116192224",""
"LOC116186965","GO:0003729; GO:0003735; GO:0005737; GO:0006412; GO:0015934"
"LOC116188208",""
"LOC116189594","GO:0006665; GO:0016021; GO:0016740"
"LOC116190140","GO:0006665; GO:0016021; GO:0016740"
"LOC116187672","GO:0005388; GO:0005524; GO:0016021"
"LOC116202557","GO:0009496; GO:0009535; GO:0016021; GO:0045158; GO:0046872; GO:0051537"
"LOC116192478","GO:0003735; GO:0005840; GO:0006412"
"LOC116188207","GO:0008380"
"LOC116188740","GO:0016021"
"LOC116190139","GO:0016021"
"LOC116203840","GO:0005886; GO:0015031; GO:0016021; GO:0030658"
"LOC116188564","GO:0046872"
"LOC116187403","GO:0005384; GO:0016021; GO:0030026"
"LOC116189480","GO:0006807; GO:0008168; GO:0016043; GO:0032259; GO:0044238; GO:0044260; GO:0051171; GO:0060255; GO:0080090"
"LOC116215859",""
"LOC116189235",""
"LOC116187033","GO:0016021"
"LOC116195192","GO:0004180; GO:0008236"
"LOC116189305","GO:0016021; GO:0016301"
"LOC116215944",""
"LOC116203079","GO:0008171; GO:0032259; GO:0046983"
"LOC116189007","GO:0003824"
"LOC116209572","GO:0000808; GO:0005634; GO:0006260"
"LOC116204367","GO:0004672; GO:0005524"
"LOC116203308",""
"LOC116204527","GO:0000776; GO:0004672; GO:0005524; GO:0007094"
"LOC116188596","GO:0004758; GO:0005789; GO:0006665; GO:0009058; GO:0016021; GO:0030170"
"LOC116202284","GO:0006520; GO:0008483; GO:0009058; GO:0030170"
"LOC116209282","GO:0004364; GO:0006749"
"LOC116188050","GO:0004190"
"LOC116187758","GO:0008234"
"LOC116187057","GO:0008270"
"LOC116206042","GO:0004144; GO:0005886; GO:0019432"
"LOC116188893","GO:0005615"
"LOC116188396","GO:0016021"
"LOC116215936","GO:0000977; GO:0003700; GO:0005634; GO:0045944; GO:0046983"
"LOC116195353","GO:0016021"
"LOC116186982","GO:0004474; GO:0006097; GO:0006099; GO:0009514"
"LOC116206034","GO:0004722"
"LOC116188191",""
"LOC116195493","GO:0000398; GO:0005682; GO:0046540"
"LOC116209795","GO:0008270; GO:0016021"
"LOC116188210","GO:0003677; GO:0005634; GO:0046872"
"LOC116209202",""
"LOC116209664",""
"LOC116196892","GO:0005524; GO:0006952; GO:0043531"
"LOC116205902",""
"LOC116194662","GO:0003774; GO:0003779; GO:0005516; GO:0005524; GO:0016459; GO:0030048"
"LOC116194272","GO:0003677; GO:0003700; GO:0005634"
"LOC116203083","GO:0004601; GO:0005576; GO:0006979; GO:0016021; GO:0020037; GO:0042744; GO:0046872"
"LOC116202343",""
"LOC116202148","GO:0004672; GO:0005524"
"LOC116197817","GO:0004497; GO:0005506; GO:0016705; GO:0020037"
"LOC116196933","GO:0047834"
"LOC116188450","GO:0016021"
"LOC116199999","GO:0003779; GO:0005737; GO:0005856"
"LOC116205796","GO:0003724; GO:0005524; GO:0016787"
"LOC116197142","GO:0005634; GO:0006511; GO:0016567; GO:0097602"
"LOC116190133","GO:0006355"
"LOC116188189","GO:0006355"
"LOC116203367",""
"LOC116199992","GO:0004222; GO:0004519; GO:0006364; GO:0046872"
"LOC116197146",""
"LOC116196216","GO:0003723; GO:0006400"
"LOC116202212",""
"LOC116196758","GO:0004672; GO:0005524; GO:0016021"
"LOC116205497","GO:0016021"
"LOC116203389","GO:0016021"
"LOC116206370","GO:0003677; GO:0003700; GO:0005634"
"LOC116205467","GO:0003677; GO:0003700; GO:0005634; GO:0006357; GO:0046983"
"LOC116202519","GO:0003677; GO:0003899; GO:0006351; GO:0032549; GO:0046872"
"LOC116204484","GO:0004672; GO:0005524; GO:0016021"
"LOC116189432","GO:0008194; GO:0016021"
"LOC116190136",""
"LOC116189146",""
"LOC116205003","GO:0016021"
"LOC116189533","GO:0004672; GO:0005524; GO:0016021"
"LOC116203708","GO:0016021"
"LOC116207619","GO:0016021; GO:0016746; GO:0019432"
"LOC116205123","GO:0005576; GO:0016021; GO:0016985; GO:0071704"
"LOC116202745","GO:0016021"
"LOC116189244","GO:0016021"
"LOC116206330","GO:0003677; GO:0003700"
"LOC116202636","GO:0003954; GO:0005737; GO:0006116"
"LOC116204506","GO:0006457; GO:0051082"
"LOC116207191","GO:0004364; GO:0006749"
"LOC116202329","GO:0003677; GO:0005634; GO:0046872"
"LOC116203730","GO:0005516"
"LOC116203691",""
"LOC116205893","GO:0006520; GO:0008483; GO:0009058; GO:0030170"
"LOC116205964","GO:0006457; GO:0051082"
"LOC116203135","GO:0015145; GO:0015293; GO:0016021"
"LOC116203592","GO:0001732; GO:0002191; GO:0003743; GO:0005852; GO:0016282; GO:0033290; GO:0098808"
"LOC116187755","GO:0005516; GO:0009725; GO:0009751; GO:0016567; GO:0042542; GO:0046872"
"LOC116209068","GO:0004364; GO:0006749"
"LOC116215837",""
"LOC116203938","GO:0005789; GO:0016021; GO:0030148; GO:0042284"
"LOC116205424","GO:0016021; GO:0022857"
"LOC116192986","GO:0016021; GO:0022857"
"LOC116203693","GO:0004674; GO:0004712; GO:0005524; GO:0016021; GO:0030246; GO:0048544; GO:0106310"
"LOC116189142","GO:0008641"
"LOC116203056","GO:0005634; GO:0046983"
"LOC116200303","GO:0003677; GO:0008270"
"LOC116201275","GO:0004497; GO:0005506; GO:0016705; GO:0020037"
"LOC116202086",""
"LOC116205173","GO:0006355; GO:0048578"
"LOC116201372",""
"LOC116198743","GO:0004674; GO:0004712; GO:0005524; GO:0016021; GO:0030246; GO:0048544; GO:0106310"
"LOC116203145",""
"LOC116195782","GO:0003700"
"LOC116199286","GO:0004674; GO:0004712; GO:0005524; GO:0016021; GO:0030246; GO:0048544; GO:0106310"
"LOC116203838",""
"LOC116205481",""
"LOC116202258",""
"LOC116195190","GO:0016021; GO:0035673"
"LOC116202772","GO:0004674; GO:0004712; GO:0005524; GO:0016021; GO:0030246; GO:0048544; GO:0106310"
"LOC116192789","GO:0005789; GO:0006950; GO:0016021"
"LOC116200017","GO:0004857; GO:0030599; GO:0042545; GO:0045330; GO:0045490"
"LOC116202811","GO:0003677; GO:0003700; GO:0005634"
"LOC116201401","GO:0004857; GO:0030599; GO:0042545; GO:0045330; GO:0045490"
"LOC116204927","GO:0003677"
"LOC116204966",""
"LOC116204372",""
"LOC116198809","GO:0003735; GO:0005840; GO:0006412"
"LOC116196217","GO:0005743; GO:0005758; GO:0070469"
"LOC116202741",""
"LOC116204705","GO:0010207"
"LOC116202590",""
"LOC116199096","GO:0003824"
"LOC116198775","GO:0006335"
"LOC116195082",""
"LOC116204502","GO:0005576; GO:0019953"
"LOC116201811","GO:0009555"
"LOC116198533","GO:0005634; GO:0006397; GO:0106306; GO:0106307"
"LOC116204498","GO:0008080"
"LOC116199261","GO:0016021"
"LOC116205729",""
"LOC116199546","GO:0005634; GO:0006629"
"LOC116206317","GO:0016021"
"LOC116205398","GO:0005198; GO:0006886; GO:0016192; GO:0030130; GO:0030132"
"LOC116205923","GO:0016021"
"LOC116201151","GO:0016491"
"LOC116198846","GO:0005509; GO:0009507; GO:0009654; GO:0015979; GO:0019898"
"LOC116203620","GO:0000398"
"LOC116190135",""
"LOC116202426",""
"LOC116204681",""
"LOC116214917","GO:0003677; GO:0006352; GO:0009507; GO:0016987; GO:0071482"
"LOC116200016","GO:0016757"
"LOC116208114","GO:0005634; GO:0008270; GO:0018024"
"LOC116204862","GO:0003676; GO:0008168; GO:0032259"
"LOC116202858","GO:0008171; GO:0032259; GO:0046983"
"LOC116214960","GO:0003735; GO:0005829; GO:0005840; GO:0006412"
"LOC116207350","GO:0006952"
"LOC116198889",""
"LOC116209392","GO:0004672; GO:0005524; GO:0016021"
"LOC116202682","GO:0008970; GO:0016042"
"LOC116198908","GO:0015299; GO:0016021"
"LOC116203999","GO:0006355"
"LOC116199185","GO:0005524"
"LOC116205174","GO:0003924; GO:0005525"
"LOC116206874","GO:0005634"
"LOC116195540","GO:0004252"
"LOC116192302","GO:0009055"
"LOC116202252","GO:0004672; GO:0005524; GO:0016021"
"LOC116204770",""
"LOC116197210","GO:0016491; GO:0046872"
"LOC116205005",""
"LOC116205175",""
"LOC116206258",""
"LOC116203060","GO:0016021"
"LOC116214646","GO:0005634"
"LOC116198742","GO:0004674; GO:0004712; GO:0005524; GO:0016021; GO:0030246; GO:0048544; GO:0106310"
"LOC116193126","GO:0002098; GO:0005634; GO:0005737; GO:0033588"
"LOC116202695","GO:0097573"
"LOC116200248","GO:0000045; GO:1990316"
"LOC116203907","GO:0003723; GO:0005634; GO:0008420; GO:0070940; GO:0106306; GO:0106307"
"LOC116201925","GO:0004842"
"LOC116202331","GO:0016021"
"LOC116202291","GO:0016021"
"LOC116205125","GO:0016021"
"LOC116212178","GO:0016779"
"LOC116199489","GO:0005975; GO:0006098; GO:0017057"
