transcript_id,protein_id,gene_id
XM_031539607.1,XP_031395467.1,LOC116206805
XM_031539608.1,XP_031395468.1,LOC116206806
XM_031539609.1,XP_031395469.1,LOC116206774
XM_031539610.1,XP_031395470.1,LOC116206803
XM_031539611.1,XP_031395471.1,LOC116206807
XM_031539612.1,XP_031395472.1,LOC116206808
XM_031539613.1,XP_031395473.1,LOC116206809
XM_031539614.1,XP_031395474.1,LOC116206809
XM_031539615.1,XP_031395475.1,LOC116206810
XM_031539616.1,XP_031395476.1,LOC116206810
XM_031539617.1,XP_031395477.1,LOC116206811
XM_031539618.1,XP_031395478.1,LOC116206812
XM_031539619.1,XP_031395479.1,LOC116206812
XM_031539620.1,XP_031395480.1,LOC116206814
XM_031539621.1,XP_031395481.1,LOC116206815
XM_031539622.1,XP_031395482.1,LOC116206813
XM_031539623.1,XP_031395483.1,LOC116206816
XM_031539624.1,XP_031395484.1,LOC116206817
XM_031539625.1,XP_031395485.1,LOC116206819
XM_031539626.1,XP_031395486.1,LOC116206819
XM_031539627.1,XP_031395487.1,LOC116206819
XM_031539628.1,XP_031395488.1,LOC116206819
XM_031539629.1,XP_031395489.1,LOC116206819
XM_031539630.1,XP_031395490.1,LOC116206820
XM_031539631.1,XP_031395491.1,LOC116206820
XM_031539632.1,XP_031395492.1,LOC116206820
XM_031539633.1,XP_031395493.1,LOC116206821
XM_031539634.1,XP_031395494.1,LOC116206822
XM_031539635.1,XP_031395495.1,LOC116206823
XM_031539636.1,XP_031395496.1,LOC116206824
XM_031539637.1,XP_031395497.1,LOC116206825
XM_031539638.1,XP_031395498.1,LOC116206826
XM_031539639.1,XP_031395499.1,LOC116206826
XM_031539640.1,XP_031395500.1,LOC116206827
XM_031539641.1,XP_031395501.1,LOC116206827
XM_031539642.1,XP_031395502.1,LOC116206829
XM_031539643.1,XP_031395503.1,LOC116206830
XM_031539644.1,XP_031395504.1,LOC116206830
XM_031539645.1,XP_031395505.1,LOC116206828
XM_031539646.1,XP_031395506.1,LOC116206830
XM_031539647.1,XP_031395507.1,LOC116206830
XM_031539648.1,XP_031395508.1,LOC116206831
XM_031539649.1,XP_031395509.1,LOC116206832
XM_031539650.1,XP_031395510.1,LOC116206833
XM_031539651.1,XP_031395511.1,LOC116206834
XM_031539652.1,XP_031395512.1,LOC116206835
XM_031539653.1,XP_031395513.1,LOC116206836
XM_031539654.1,XP_031395514.1,LOC116206838
XM_031539655.1,XP_031395515.1,LOC116206839
XM_031539656.1,XP_031395516.1,LOC116206840
XM_031539657.1,XP_031395517.1,LOC116206841
XM_031539658.1,XP_031395518.1,LOC116206841
XM_031539659.1,XP_031395519.1,LOC116206841
XM_031539660.1,XP_031395520.1,LOC116206842
XM_031539661.1,XP_031395521.1,LOC116206843
XM_031539662.1,XP_031395522.1,LOC116206844
XM_031539663.1,XP_031395523.1,LOC116206844
XM_031539664.1,XP_031395524.1,LOC116206845
XM_031539665.1,XP_031395525.1,LOC116206846
XM_031539666.1,XP_031395526.1,LOC116206846
XM_031539667.1,XP_031395527.1,LOC116206847
XM_031539668.1,XP_031395528.1,LOC116206848
XM_031539669.1,XP_031395529.1,LOC116206849
XM_031539670.1,XP_031395530.1,LOC116206850
XM_031539671.1,XP_031395531.1,LOC116206851
XM_031539672.1,XP_031395532.1,LOC116206852
XM_031539673.1,XP_031395533.1,LOC116206853
XM_031539674.1,XP_031395534.1,LOC116206853
XM_031539675.1,XP_031395535.1,LOC116206853
XM_031539676.1,XP_031395536.1,LOC116206854
XM_031539677.1,XP_031395537.1,LOC116206854
XM_031539678.1,XP_031395538.1,LOC116206854
XM_031539679.1,XP_031395539.1,LOC116206854
XM_031539680.1,XP_031395540.1,LOC116206854
XM_031539681.1,XP_031395541.1,LOC116206854
XM_031539682.1,XP_031395542.1,LOC116206855
XM_031539683.1,XP_031395543.1,LOC116206857
XM_031539684.1,XP_031395544.1,LOC116206858
XM_031539685.1,XP_031395545.1,LOC116206858
XM_031539686.1,XP_031395546.1,LOC116206861
XM_031539687.1,XP_031395547.1,LOC116206862
XM_031539688.1,XP_031395548.1,LOC116206860
XM_031539689.1,XP_031395549.1,LOC116206863
XM_031539690.1,XP_031395550.1,LOC116206864
XM_031539691.1,XP_031395551.1,LOC116206864
XM_031539692.1,XP_031395552.1,LOC116206865
XM_031539693.1,XP_031395553.1,LOC116206866
XM_031539694.1,XP_031395554.1,LOC116206867
XM_031539695.1,XP_031395555.1,LOC116206867
XM_031539696.1,XP_031395556.1,LOC116206867
XM_031539697.1,XP_031395557.1,LOC116206869
XM_031539698.1,XP_031395558.1,LOC116206870
XM_031539699.1,XP_031395559.1,LOC116206873
XM_031539700.1,XP_031395560.1,LOC116206873
XM_031539701.1,XP_031395561.1,LOC116206874
XM_031539702.1,XP_031395562.1,LOC116206875
XM_031539703.1,XP_031395563.1,LOC116206876
XM_031539704.1,XP_031395564.1,LOC116206877
XM_031539705.1,XP_031395565.1,LOC116206878
XM_031539706.1,XP_031395566.1,LOC116206880
XM_031539707.1,XP_031395567.1,LOC116206881
XM_031539708.1,XP_031395568.1,LOC116206881
XM_031539709.1,XP_031395569.1,LOC116206881
XM_031539710.1,XP_031395570.1,LOC116206882
XM_031539711.1,XP_031395571.1,LOC116206883
XM_031539712.1,XP_031395572.1,LOC116206884
XM_031539713.1,XP_031395573.1,LOC116206885
XM_031539714.1,XP_031395574.1,LOC116206885
XM_031539715.1,XP_031395575.1,LOC116206885
XM_031539716.1,XP_031395576.1,LOC116206885
XM_031539717.1,XP_031395577.1,LOC116206887
XM_031539718.1,XP_031395578.1,LOC116206887
XM_031539719.1,XP_031395579.1,LOC116206888
XM_031539720.1,XP_031395580.1,LOC116206888
XM_031539721.1,XP_031395581.1,LOC116206859
XM_031539722.1,XP_031395582.1,LOC116206886
XM_031539723.1,XP_031395583.1,LOC116206889
XM_031539724.1,XP_031395584.1,LOC116206891
XM_031539725.1,XP_031395585.1,LOC116206891
XM_031539726.1,XP_031395586.1,LOC116206892
XM_031539727.1,XP_031395587.1,LOC116206893
XM_031539728.1,,LOC116206894
XM_031539729.1,XP_031395589.1,LOC116206896
XM_031539730.1,XP_031395590.1,LOC116206897
XM_031539731.1,XP_031395591.1,LOC116206898
XM_031539732.1,XP_031395592.1,LOC116206895
XM_031539733.1,XP_031395593.1,LOC116206899
XM_031539734.1,XP_031395594.1,LOC116206899
XM_031539735.1,XP_031395595.1,LOC116206899
XM_031539736.1,XP_031395596.1,LOC116206899
XM_031539737.1,XP_031395597.1,LOC116206899
XM_031539738.1,XP_031395598.1,LOC116206900
XM_031539739.1,XP_031395599.1,LOC116206901
XM_031539740.1,XP_031395600.1,LOC116206902
XM_031539741.1,XP_031395601.1,LOC116206904
XM_031539742.1,XP_031395602.1,LOC116206905
XM_031539743.1,XP_031395603.1,LOC116206906
XM_031539744.1,XP_031395604.1,LOC116206903
XM_031539745.1,XP_031395605.1,LOC116206907
XM_031539746.1,XP_031395606.1,LOC116206908
XM_031539747.1,XP_031395607.1,LOC116206912
XM_031539748.1,XP_031395608.1,LOC116206913
XM_031539749.1,XP_031395609.1,LOC116206914
XM_031539750.1,XP_031395610.1,LOC116206916
XM_031539751.1,XP_031395611.1,LOC116206916
XM_031539752.1,XP_031395612.1,LOC116206917
XM_031539753.1,XP_031395613.1,LOC116206915
XM_031539754.1,XP_031395614.1,LOC116206918
XM_031539755.1,XP_031395615.1,LOC116206919
XM_031539756.1,XP_031395616.1,LOC116206920
XM_031539757.1,XP_031395617.1,LOC116206921
XM_031539758.1,XP_031395618.1,LOC116206922
XM_031539759.1,XP_031395619.1,LOC116206923
XM_031539760.1,XP_031395620.1,LOC116206923
XM_031539761.1,XP_031395621.1,LOC116206923
XM_031539762.1,XP_031395622.1,LOC116206923
XM_031539763.1,XP_031395623.1,LOC116206923
XM_031539764.1,XP_031395624.1,LOC116206923
XM_031539765.1,XP_031395625.1,LOC116206925
XM_031539766.1,XP_031395626.1,LOC116206926
XM_031539767.1,XP_031395627.1,LOC116206927
XM_031539768.1,XP_031395628.1,LOC116206927
XM_031539769.1,XP_031395629.1,LOC116206929
XM_031539770.1,XP_031395630.1,LOC116206933
XM_031539771.1,XP_031395631.1,LOC116206935
XM_031539772.1,XP_031395632.1,LOC116206936
XM_031539773.1,XP_031395633.1,LOC116206932
XM_031539774.1,XP_031395634.1,LOC116206937
XM_031539775.1,XP_031395635.1,LOC116206938
XM_031539776.1,XP_031395636.1,LOC116206938
XM_031539778.1,XP_031395638.1,LOC116206940
XM_031539779.1,XP_031395639.1,LOC116206940
XM_031539780.1,XP_031395640.1,LOC116206941
XM_031539781.1,XP_031395641.1,LOC116206943
XM_031539782.1,XP_031395642.1,LOC116206944
XM_031539783.1,XP_031395643.1,LOC116206945
XM_031539784.1,XP_031395644.1,LOC116206942
XM_031539785.1,XP_031395645.1,LOC116206946
XM_031539786.1,XP_031395646.1,LOC116206947
XM_031539787.1,XP_031395647.1,LOC116206949
XM_031539788.1,XP_031395648.1,LOC116206950
XM_031539789.1,XP_031395649.1,LOC116206952
XM_031539790.1,XP_031395650.1,LOC116206859
XM_031539791.1,XP_031395651.1,LOC116206952
XM_031539792.1,XP_031395652.1,LOC116206952
XM_031539793.1,XP_031395653.1,LOC116206952
XM_031539794.1,XP_031395654.1,LOC116206953
XM_031539795.1,XP_031395655.1,LOC116206955
XM_031539796.1,XP_031395656.1,LOC116206956
XM_031539797.1,XP_031395657.1,LOC116206957
XM_031539798.1,XP_031395658.1,LOC116206958
XM_031539799.1,XP_031395659.1,LOC116206959
XM_031539800.1,XP_031395660.1,LOC116206960
XM_031539801.1,XP_031395661.1,LOC116206961
XM_031539802.1,XP_031395662.1,LOC116206963
XM_031539803.1,XP_031395663.1,LOC116206965
XM_031539804.1,XP_031395664.1,LOC116206965
XM_031539805.1,XP_031395665.1,LOC116206962
XM_031539806.1,XP_031395666.1,LOC116206966
XM_031539807.1,XP_031395667.1,LOC116206966
XM_031539808.1,XP_031395668.1,LOC116206966
XM_031539809.1,XP_031395669.1,LOC116206966
XM_031539810.1,XP_031395670.1,LOC116206967
XM_031539811.1,XP_031395671.1,LOC116206968
XM_031539812.1,XP_031395672.1,LOC116206968
XM_031539813.1,XP_031395673.1,LOC116206970
XM_031539814.1,XP_031395674.1,LOC116206971
XM_031539815.1,XP_031395675.1,LOC116206972
XM_031539816.1,XP_031395676.1,LOC116206969
XM_031539817.1,XP_031395677.1,LOC116206973
XM_031539818.1,XP_031395678.1,LOC116206975
XM_031539819.1,XP_031395679.1,LOC116206975
XM_031539820.1,XP_031395680.1,LOC116206975
XM_031539821.1,XP_031395681.1,LOC116206976
XM_031539822.1,XP_031395682.1,LOC116206976
XM_031539823.1,XP_031395683.1,LOC116206977
XM_031539824.1,XP_031395684.1,LOC116206978
XM_031539825.1,XP_031395685.1,LOC116206979
XM_031539826.1,XP_031395686.1,LOC116206979
XM_031539827.1,XP_031395687.1,LOC116206980
XM_031539828.1,XP_031395688.1,LOC116206981
XM_031539830.1,XP_031395690.1,LOC116206985
XM_031539831.1,XP_031395691.1,LOC116206986
XM_031539832.1,XP_031395692.1,LOC116206987
XM_031539833.1,XP_031395693.1,LOC116206988
XM_031539834.1,XP_031395694.1,LOC116206988
XM_031539835.1,XP_031395695.1,LOC116206990
XM_031539836.1,XP_031395696.1,LOC116206992
XM_031539837.1,XP_031395697.1,LOC116206992
XM_031539838.1,XP_031395698.1,LOC116206992
XM_031539839.1,XP_031395699.1,LOC116206992
XM_031539840.1,XP_031395700.1,LOC116206993
XM_031539841.1,XP_031395701.1,LOC116206994
XM_031539842.1,XP_031395702.1,LOC116206995
XM_031539843.1,XP_031395703.1,LOC116206995
XM_031539844.1,XP_031395704.1,LOC116206995
XM_031539845.1,XP_031395705.1,LOC116206995
XM_031539846.1,XP_031395706.1,LOC116206995
XM_031539847.1,XP_031395707.1,LOC116206997
XM_031539848.1,XP_031395708.1,LOC116206997
XM_031539849.1,XP_031395709.1,LOC116206998
XM_031539850.1,XP_031395710.1,LOC116206998
XM_031539851.1,XP_031395711.1,LOC116207002
XM_031539852.1,XP_031395712.1,LOC116207003
XM_031539853.1,XP_031395713.1,LOC116207005
XM_031539854.1,XP_031395714.1,LOC116207006
XM_031539855.1,XP_031395715.1,LOC116207007
XM_031539856.1,XP_031395716.1,LOC116207008
XM_031539857.1,XP_031395717.1,LOC116207009
XM_031539858.1,XP_031395718.1,LOC116207010
XM_031539859.1,XP_031395719.1,LOC116207012
XM_031539860.1,XP_031395720.1,LOC116207013
XM_031539861.1,XP_031395721.1,LOC116207014
XM_031539862.1,XP_031395722.1,LOC116207016
XM_031539863.1,XP_031395723.1,LOC116207017
XM_031539864.1,XP_031395724.1,LOC116207015
XM_031539865.1,XP_031395725.1,LOC116207019
XM_031539866.1,XP_031395726.1,LOC116207019
XM_031539867.1,XP_031395727.1,LOC116207019
XM_031539868.1,XP_031395728.1,LOC116207020
XM_031539869.1,XP_031395729.1,LOC116207020
XM_031539870.1,XP_031395730.1,LOC116207021
XM_031539871.1,XP_031395731.1,LOC116207022
XM_031539872.1,XP_031395732.1,LOC116207023
XM_031539873.1,XP_031395733.1,LOC116207026
XM_031539874.1,XP_031395734.1,LOC116207027
XM_031539875.1,XP_031395735.1,LOC116207024
XM_031539876.1,XP_031395736.1,LOC116207028
XM_031539877.1,XP_031395737.1,LOC116207030
XM_031539878.1,XP_031395738.1,LOC116207032
XM_031539879.1,XP_031395739.1,LOC116207033
XM_031539880.1,XP_031395740.1,LOC116207033
XM_031539881.1,XP_031395741.1,LOC116207034
XM_031539882.1,XP_031395742.1,LOC116207034
XM_031539883.1,XP_031395743.1,LOC116207034
XM_031539884.1,XP_031395744.1,LOC116207035
XM_031539885.1,XP_031395745.1,LOC116207035
XM_031539886.1,XP_031395746.1,LOC116207035
XM_031539887.1,XP_031395747.1,LOC116207035
XM_031539888.1,XP_031395748.1,LOC116207036
XM_031539889.1,XP_031395749.1,LOC116207036
XM_031539890.1,XP_031395750.1,LOC116207037
XM_031539891.1,XP_031395751.1,LOC116207039
XM_031539892.1,XP_031395752.1,LOC116207039
XM_031539893.1,XP_031395753.1,LOC116207011
XM_031539894.1,XP_031395754.1,LOC116207039
XM_031539895.1,XP_031395755.1,LOC116207040
XM_031539896.1,XP_031395756.1,LOC116207041
XM_031539897.1,XP_031395757.1,LOC116207042
XM_031539898.1,XP_031395758.1,LOC116207043
XM_031539899.1,XP_031395759.1,LOC116207043
XM_031539900.1,XP_031395760.1,LOC116207044
XM_031539901.1,XP_031395761.1,LOC116207045
XM_031539902.1,XP_031395762.1,LOC116207045
XM_031539903.1,XP_031395763.1,LOC116207046
XM_031539904.1,XP_031395764.1,LOC116207046
XM_031539905.1,XP_031395765.1,LOC116207046
XM_031539906.1,XP_031395766.1,LOC116207047
XM_031539907.1,XP_031395767.1,LOC116207047
XM_031539908.1,XP_031395768.1,LOC116207048
XM_031539909.1,XP_031395769.1,LOC116207049
XM_031539910.1,XP_031395770.1,LOC116207050
XM_031539911.1,XP_031395771.1,LOC116207051
XM_031539912.1,XP_031395772.1,LOC116207052
XM_031539913.1,XP_031395773.1,LOC116207053
XM_031539914.1,XP_031395774.1,LOC116207055
XM_031539915.1,XP_031395775.1,LOC116207057
XM_031539916.1,XP_031395776.1,LOC116207057
XM_031539917.1,XP_031395777.1,LOC116207057
XM_031539918.1,XP_031395778.1,LOC116207057
XM_031539919.1,XP_031395779.1,LOC116207056
XM_031539920.1,XP_031395780.1,LOC116207058
XM_031539921.1,XP_031395781.1,LOC116207061
XM_031539922.1,XP_031395782.1,LOC116207062
XM_031539923.1,XP_031395783.1,LOC116207064
XM_031539924.1,XP_031395784.1,LOC116207065
XM_031539925.1,XP_031395785.1,LOC116207065
XM_031539926.1,XP_031395786.1,LOC116207065
XM_031539927.1,XP_031395787.1,LOC116207066
XM_031539928.1,XP_031395788.1,LOC116207068
XM_031539929.1,XP_031395789.1,LOC116207069
XM_031539930.1,XP_031395790.1,LOC116207070
XM_031539931.1,XP_031395791.1,LOC116207071
XM_031539932.1,XP_031395792.1,LOC116207072
XM_031539933.1,XP_031395793.1,LOC116207074
XM_031539934.1,XP_031395794.1,LOC116207076
XM_031539935.1,XP_031395795.1,LOC116207076
XM_031539936.1,XP_031395796.1,LOC116207077
XM_031539937.1,XP_031395797.1,LOC116207075
XM_031539938.1,XP_031395798.1,LOC116207078
XM_031539939.1,XP_031395799.1,LOC116207079
XM_031539940.1,XP_031395800.1,LOC116207080
XM_031539941.1,XP_031395801.1,LOC116207081
XM_031539942.1,XP_031395802.1,LOC116207081
XM_031539943.1,XP_031395803.1,LOC116207082
XM_031539944.1,XP_031395804.1,LOC116207082
XM_031539945.1,XP_031395805.1,LOC116207082
XM_031539946.1,XP_031395806.1,LOC116207084
XM_031539947.1,XP_031395807.1,LOC116207086
XM_031539948.1,XP_031395808.1,LOC116207087
XM_031539949.1,XP_031395809.1,LOC116207083
XM_031539950.1,XP_031395810.1,LOC116207088
XM_031539951.1,XP_031395811.1,LOC116207090
XM_031539952.1,XP_031395812.1,LOC116207092
XM_031539953.1,XP_031395813.1,LOC116207092
XM_031539954.1,XP_031395814.1,LOC116207093
XM_031539955.1,XP_031395815.1,LOC116207095
XM_031539956.1,XP_031395816.1,LOC116207094
XM_031539957.1,XP_031395817.1,LOC116207099
XM_031539958.1,XP_031395818.1,LOC116207101
XM_031539959.1,XP_031395819.1,LOC116207102
XM_031539960.1,XP_031395820.1,LOC116207104
XM_031539961.1,XP_031395821.1,LOC116207106
XM_031539962.1,XP_031395822.1,LOC116207106
XM_031539963.1,XP_031395823.1,LOC116207108
XM_031539964.1,XP_031395824.1,LOC116207108
XM_031539965.1,XP_031395825.1,LOC116207109
XM_031539966.1,XP_031395826.1,LOC116207107
XM_031539967.1,XP_031395827.1,LOC116207110
XM_031539968.1,XP_031395828.1,LOC116207113
XM_031539969.1,XP_031395829.1,LOC116207114
XM_031539970.1,XP_031395830.1,LOC116207115
XM_031539971.1,XP_031395831.1,LOC116207115
XM_031539972.1,XP_031395832.1,LOC116207115
XM_031539973.1,XP_031395833.1,LOC116207115
XM_031539974.1,XP_031395834.1,LOC116207115
XM_031539975.1,XP_031395835.1,LOC116207116
XM_031539976.1,XP_031395836.1,LOC116207116
XM_031539977.1,XP_031395837.1,LOC116207117
XM_031539978.1,XP_031395838.1,LOC116207117
XM_031539979.1,XP_031395839.1,LOC116207118
XM_031539980.1,XP_031395840.1,LOC116207119
XM_031539981.1,XP_031395841.1,LOC116207120
XM_031539982.1,XP_031395842.1,LOC116207121
XM_031539983.1,XP_031395843.1,LOC116207122
XM_031539984.1,XP_031395844.1,LOC116207123
XM_031539985.1,XP_031395845.1,LOC116207125
XM_031539986.1,XP_031395846.1,LOC116207126
XM_031539987.1,XP_031395847.1,LOC116207127
XM_031539988.1,XP_031395848.1,LOC116207127
XM_031539989.1,XP_031395849.1,LOC116207127
XM_031539990.1,XP_031395850.1,LOC116207128
XM_031539991.1,XP_031395851.1,LOC116207128
XM_031539992.1,XP_031395852.1,LOC116207129
XM_031539993.1,XP_031395853.1,LOC116207103
XM_031539994.1,XP_031395854.1,LOC116207130
XM_031539995.1,XP_031395855.1,LOC116207130
XM_031539996.1,XP_031395856.1,LOC116207131
XM_031539997.1,XP_031395857.1,LOC116207132
XM_031539998.1,XP_031395858.1,LOC116207133
XM_031539999.1,XP_031395859.1,LOC116207134
XM_031540000.1,XP_031395860.1,LOC116207134
XM_031540001.1,XP_031395861.1,LOC116207135
XM_031540002.1,XP_031395862.1,LOC116207136
XM_031540003.1,XP_031395863.1,LOC116207137
XM_031540004.1,XP_031395864.1,LOC116207142
XM_031540005.1,XP_031395865.1,LOC116207139
XM_031540006.1,XP_031395866.1,LOC116207143
XM_031540007.1,XP_031395867.1,LOC116207144
XM_031540008.1,XP_031395868.1,LOC116207145
XM_031540009.1,XP_031395869.1,LOC116207145
XM_031540010.1,XP_031395870.1,LOC116207145
XM_031540011.1,XP_031395871.1,LOC116207145
XM_031540012.1,XP_031395872.1,LOC116207145
XM_031540013.1,XP_031395873.1,LOC116207145
XM_031540014.1,XP_031395874.1,LOC116207145
XM_031540015.1,XP_031395875.1,LOC116207145
XM_031540016.1,XP_031395876.1,LOC116207145
XM_031540017.1,XP_031395877.1,LOC116207147
XM_031540018.1,XP_031395878.1,LOC116207148
XM_031540019.1,XP_031395879.1,LOC116207146
XM_031540020.1,XP_031395880.1,LOC116207149
XM_031540021.1,XP_031395881.1,LOC116207149
XM_031540022.1,XP_031395882.1,LOC116207151
XM_031540023.1,XP_031395883.1,LOC116207152
XM_031540024.1,XP_031395884.1,LOC116207153
XM_031540025.1,XP_031395885.1,LOC116207156
XM_031540026.1,XP_031395886.1,LOC116207157
XM_031540027.1,XP_031395887.1,LOC116207158
XM_031540028.1,,LOC116207155
XM_031540029.1,XP_031395889.1,LOC116207159
XM_031540030.1,XP_031395890.1,LOC116207160
XM_031540031.1,XP_031395891.1,LOC116207160
XM_031540032.1,XP_031395892.1,LOC116207161
XM_031540033.1,XP_031395893.1,LOC116207162
XM_031540034.1,XP_031395894.1,LOC116207162
XM_031540035.1,XP_031395895.1,LOC116207162
XM_031540036.1,XP_031395896.1,LOC116207162
XM_031540037.1,XP_031395897.1,LOC116207162
XM_031540038.1,XP_031395898.1,LOC116207164
XM_031540039.1,XP_031395899.1,LOC116207165
XM_031540040.1,XP_031395900.1,LOC116207165
XM_031540041.1,XP_031395901.1,LOC116207166
XM_031540042.1,XP_031395902.1,LOC116207167
XM_031540043.1,XP_031395903.1,LOC116207167
XM_031540044.1,XP_031395904.1,LOC116207167
XM_031540045.1,XP_031395905.1,LOC116207167
XM_031540046.1,XP_031395906.1,LOC116207167
XM_031540047.1,XP_031395907.1,LOC116207167
XM_031540048.1,XP_031395908.1,LOC116207169
XM_031540049.1,XP_031395909.1,LOC116207170
XM_031540050.1,XP_031395910.1,LOC116207171
XM_031540051.1,XP_031395911.1,LOC116207168
XM_031540052.1,XP_031395912.1,LOC116207172
XM_031540053.1,XP_031395913.1,LOC116207173
XM_031540054.1,XP_031395914.1,LOC116207174
XM_031540055.1,XP_031395915.1,LOC116207175
XM_031540056.1,XP_031395916.1,LOC116207176
XM_031540057.1,XP_031395917.1,LOC116207176
XM_031540058.1,XP_031395918.1,LOC116207177
XM_031540059.1,XP_031395919.1,LOC116207177
XM_031540060.1,XP_031395920.1,LOC116207177
XM_031540061.1,XP_031395921.1,LOC116207178
XM_031540062.1,XP_031395922.1,LOC116207179
XM_031540063.1,XP_031395923.1,LOC116207181
XM_031540064.1,XP_031395924.1,LOC116207182
XM_031540065.1,XP_031395925.1,LOC116207184
XM_031540066.1,XP_031395926.1,LOC116207186
XM_031540067.1,XP_031395927.1,LOC116207187
XM_031540068.1,XP_031395928.1,LOC116207187
XM_031540069.1,XP_031395929.1,LOC116207187
XM_031540070.1,XP_031395930.1,LOC116207188
XM_031540071.1,XP_031395931.1,LOC116207188
XM_031540072.1,XP_031395932.1,LOC116207189
XM_031540073.1,XP_031395933.1,LOC116207190
XM_031540074.1,XP_031395934.1,LOC116207190
XM_031540075.1,XP_031395935.1,LOC116207191
XM_031540076.1,XP_031395936.1,LOC116207192
XM_031540077.1,XP_031395937.1,LOC116207193
XM_031540078.1,XP_031395938.1,LOC116207193
XM_031540079.1,XP_031395939.1,LOC116207193
XM_031540080.1,XP_031395940.1,LOC116207193
XM_031540081.1,XP_031395941.1,LOC116207193
XM_031540082.1,XP_031395942.1,LOC116207195
XM_031540083.1,XP_031395943.1,LOC116207196
XM_031540084.1,XP_031395944.1,LOC116207197
XM_031540086.1,XP_031395946.1,LOC116207198
XM_031540087.1,XP_031395947.1,LOC116207200
XM_031540088.1,XP_031395948.1,LOC116207201
XM_031540089.1,XP_031395949.1,LOC116207202
XM_031540090.1,XP_031395950.1,LOC116207204
XM_031540091.1,XP_031395951.1,LOC116207204
XM_031540092.1,XP_031395952.1,LOC116207206
XM_031540093.1,XP_031395953.1,LOC116207206
XM_031540094.1,XP_031395954.1,LOC116207206
XM_031540095.1,XP_031395955.1,LOC116207205
XM_031540096.1,XP_031395956.1,LOC116207207
XM_031540097.1,XP_031395957.1,LOC116207208
XM_031540098.1,XP_031395958.1,LOC116207210
XM_031540099.1,XP_031395959.1,LOC116207211
XM_031540100.1,XP_031395960.1,LOC116207212
XM_031540101.1,XP_031395961.1,LOC116207213
XM_031540102.1,XP_031395962.1,LOC116207215
XM_031540103.1,XP_031395963.1,LOC116207216
XM_031540104.1,XP_031395964.1,LOC116207217
XM_031540105.1,XP_031395965.1,LOC116207219
XM_031540106.1,XP_031395966.1,LOC116207220
XM_031540107.1,XP_031395967.1,LOC116207221
XM_031540108.1,XP_031395968.1,LOC116207223
XM_031540109.1,XP_031395969.1,LOC116207224
XM_031540110.1,XP_031395970.1,LOC116207225
XM_031540111.1,XP_031395971.1,LOC116207226
XM_031540112.1,XP_031395972.1,LOC116207227
XM_031540113.1,XP_031395973.1,LOC116207227
XM_031540114.1,XP_031395974.1,LOC116207227
XM_031540115.1,XP_031395975.1,LOC116207227
XM_031540116.1,XP_031395976.1,LOC116207227
XM_031540117.1,XP_031395977.1,LOC116207227
XM_031540118.1,XP_031395978.1,LOC116207227
XM_031540119.1,XP_031395979.1,LOC116207227
XM_031540120.1,XP_031395980.1,LOC116207227
XM_031540121.1,XP_031395981.1,LOC116207227
XM_031540122.1,XP_031395982.1,LOC116207227
XM_031540123.1,XP_031395983.1,LOC116207227
XM_031540124.1,XP_031395984.1,LOC116207227
XM_031540125.1,XP_031395985.1,LOC116207227
XM_031540126.1,XP_031395986.1,LOC116207229
XM_031540127.1,XP_031395987.1,LOC116207230
XM_031540128.1,XP_031395988.1,LOC116207228
XM_031540129.1,XP_031395989.1,LOC116207231
XM_031540130.1,XP_031395990.1,LOC116207231
XM_031540131.1,XP_031395991.1,LOC116207231
XM_031540132.1,XP_031395992.1,LOC116207232
XM_031540133.1,XP_031395993.1,LOC116207232
XM_031540134.1,XP_031395994.1,LOC116207233
XM_031540135.1,XP_031395995.1,LOC116207234
XM_031540136.1,XP_031395996.1,LOC116207234
XM_031540137.1,XP_031395997.1,LOC116207236
XM_031540138.1,XP_031395998.1,LOC116207236
XM_031540139.1,XP_031395999.1,LOC116207236
XM_031540140.1,XP_031396000.1,LOC116207236
XM_031540141.1,XP_031396001.1,LOC116207235
XM_031540142.1,XP_031396002.1,LOC116207240
XM_031540143.1,XP_031396003.1,LOC116207241
XM_031540144.1,XP_031396004.1,LOC116207242
XM_031540145.1,XP_031396005.1,LOC116207243
XM_031540146.1,XP_031396006.1,LOC116207245
XM_031540147.1,XP_031396007.1,LOC116207247
XM_031540148.1,XP_031396008.1,LOC116207248
XM_031540149.1,XP_031396009.1,LOC116207248
XM_031540150.1,XP_031396010.1,LOC116207246
XM_031540151.1,XP_031396011.1,LOC116207249
XM_031540152.1,XP_031396012.1,LOC116207250
XM_031540153.1,XP_031396013.1,LOC116207250
XM_031540154.1,XP_031396014.1,LOC116207251
XM_031540155.1,XP_031396015.1,LOC116207252
XM_031540156.1,XP_031396016.1,LOC116207253
XM_031540157.1,XP_031396017.1,LOC116207253
XM_031540158.1,XP_031396018.1,LOC116207254
XM_031540159.1,XP_031396019.1,LOC116207254
XM_031540160.1,XP_031396020.1,LOC116207256
XM_031540161.1,XP_031396021.1,LOC116207257
XM_031540162.1,XP_031396022.1,LOC116207255
XM_031540163.1,XP_031396023.1,LOC116207258
XM_031540164.1,XP_031396024.1,LOC116207259
XM_031540165.1,XP_031396025.1,LOC116207260
XM_031540166.1,XP_031396026.1,LOC116207262
XM_031540167.1,XP_031396027.1,LOC116207263
XM_031540168.1,XP_031396028.1,LOC116207264
XM_031540169.1,XP_031396029.1,LOC116207265
